gid,geom,cod_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
"4227",MULTIPOINT(-63.0610805005813 -31.2365377700182),"14",Córdoba,San Justo,"14140250",La Tordilla,Localidad simple,"1174",La Tordilla,"141274",La Tordilla,"-31.236538","-63.061081","-31º14'12""","-63º 3'40""",INDEC
"4228",MULTIPOINT(-62.6165974529842 -31.8024376108607),"14",Córdoba,San Justo,"14140260",Las Varas,Localidad simple,"1240",Las Varas,"141281",Las Varas,"-31.802438","-62.616597","-31º48' 9""","-62º36'60""",INDEC
"4229",MULTIPOINT(-62.7196647797728 -31.8703847936498),"14",Córdoba,San Justo,"14140270",Las Varillas,Localidad simple,"0188",Las Varillas,"141288",Las Varillas,"-31.870385","-62.719665","-31º52'13""","-62º43'11""",INDEC
"4230",MULTIPOINT(-62.8253384767479 -30.9938649652781),"14",Córdoba,San Justo,"14140280",Marull,Localidad simple,"0971",Marull,"141295",Marull,"-30.993865","-62.825338","-30º59'38""","-62º49'31""",INDEC
"4231",MULTIPOINT(-62.6750095451306 -30.9151531803715),"14",Córdoba,San Justo,"14140290",Miramar,Localidad simple,"0826",Miramar,"141302",Miramar,"-30.915153","-62.675010","-30º54'55""","-62º40'30""",INDEC
"4232",MULTIPOINT(-62.0072364579445 -30.710667779374),"14",Córdoba,San Justo,"14140300",Morteros,Localidad simple,"0192",Morteros,"141309",Morteros,"-30.710668","-62.007236","-30º42'38""","-62º 0'26""",INDEC
"4233",MULTIPOINT(-62.229167343835 -31.3017479888334),"14",Córdoba,San Justo,"14140310",Plaza Luxardo,Localidad simple,"5239",Plaza Luxardo,"142966",Plaza Luxardo,"-31.301748","-62.229167","-31º18' 6""","-62º13'45""",INDEC
"4339",MULTIPOINT(-64.3590212016997 -31.467399279117),"14",Córdoba,Santa María,"14147210",Malagueño,Localidad simple,"0374",Malagueño,"141393",Malagueño,"-31.467399","-64.359021","-31º28' 3""","-64º21'32""",INDEC
"4234",MULTIPOINT(-62.0981896397935 -31.3711366412049),"14",Córdoba,San Justo,"14140320",Plaza San Francisco,Localidad simple,"2377",Plaza San Francisco,"141337",San Francisco,"-31.371137","-62.098190","-31º22'16""","-62º 5'53""",INDEC
"4235",MULTIPOINT(-62.0620445341275 -31.0140493141382),"14",Córdoba,San Justo,"14140330",Porteña,Localidad simple,"0476",Porteña,"141316",Porteña,"-31.014049","-62.062045","-31º 0'51""","-62º 3'43""",INDEC
"4236",MULTIPOINT(-62.2249566858388 -31.5490137413102),"14",Córdoba,San Justo,"14140340",Quebracho Herrado,Localidad simple,"2348",Quebracho Herrado,"141323",Quebracho Herrado,"-31.549014","-62.224957","-31º32'56""","-62º13'30""",INDEC
"4237",MULTIPOINT(-63.0479613788196 -31.6633982534863),"14",Córdoba,San Justo,"14140350",Sacanta,Localidad simple,"0700",Sacanta,"141330",Sacanta,"-31.663398","-63.047961","-31º39'48""","-63º 2'53""",INDEC
"4238",MULTIPOINT(-62.0838767338685 -31.424938943193),"14",Córdoba,San Justo,"14140360",San Francisco,Componente de localidad compuesta,"0043",San Francisco - Frontera,"141337",San Francisco,"-31.424939","-62.083877","-31º25'30""","-62º 5' 2""",INDEC
"4239",MULTIPOINT(-62.483462241207 -31.7034816925403),"14",Córdoba,San Justo,"14140370",Saturnino María Laspiur,Localidad simple,"0740",Saturnino María Laspiur,"141344",Saturnino María Laspiur,"-31.703482","-62.483462","-31º42'13""","-62º29' 0""",INDEC
"4240",MULTIPOINT(-61.9741593359892 -30.9257254718205),"14",Córdoba,San Justo,"14140380",Seeber,Localidad simple,"2329",Seeber,"141351",Seeber,"-30.925725","-61.974159","-30º55'33""","-61º58'27""",INDEC
"4241",MULTIPOINT(-62.9870276972289 -31.1089049317111),"14",Córdoba,San Justo,"14140390",Toro Pujio,Localidad simple,"5231",Toro Pujio,"142973",Toro Pujio,"-31.108905","-62.987028","-31º 6'32""","-62º59'13""",INDEC
"4242",MULTIPOINT(-63.1935604554789 -31.4243426919656),"14",Córdoba,San Justo,"14140400",Tránsito,Localidad simple,"0762",Tránsito,"141358",Tránsito,"-31.424343","-63.193560","-31º25'28""","-63º11'37""",INDEC
"4243",MULTIPOINT(-62.8139980950812 -31.3221001738389),"14",Córdoba,San Justo,"14140420",Villa Concepción del Tío,Localidad simple,"0981",Villa Concepción del Tío,"141365",Villa Concepción del Tío,"-31.322100","-62.813998","-31º19'20""","-62º48'50""",INDEC
"4244",MULTIPOINT(-63.1943037792573 -31.4481787307175),"14",Córdoba,San Justo,"14140430",Villa del Tránsito,Localidad simple,"2398",Villa del Tránsito,"141358",Tránsito,"-31.448179","-63.194304","-31º26'53""","-63º11'39""",INDEC
"4245",MULTIPOINT(-62.8970662250995 -31.6337754075095),"14",Córdoba,San Justo,"14140440",Villa San Esteban,Localidad simple,"5228",Villa San Esteban,"142980",Villa San Esteban,"-31.633775","-62.897066","-31º38' 2""","-62º53'49""",INDEC
"4317",MULTIPOINT(-64.429871976201 -31.6497921262742),"14",Córdoba,Santa María,"14147010",Alta Gracia,Localidad simple,"0074",Alta Gracia,"141372",Alta Gracia,"-31.649792","-64.429872","-31º38'59""","-64º25'48""",INDEC
"4318",MULTIPOINT(-64.4140689988532 -31.7255025269638),"14",Córdoba,Santa María,"14147020",Anisacate,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"142987",Anisacate,"-31.725503","-64.414069","-31º43'32""","-64º24'51""",INDEC
"4319",MULTIPOINT(-64.3179956523182 -31.4397104183034),"14",Córdoba,Santa María,"14147030",Barrio Gilbert (1º de Mayo) - Tejas Tres,Localidad simple,"2355",Barrio Gilbert - Tejas Tres,"141393",Malagueño,"-31.439710","-64.317996","-31º26'23""","-64º19' 5""",INDEC
"4320",MULTIPOINT(-64.1906902565745 -31.5581326994395),"14",Córdoba,Santa María,"14147050",Bouwer,Localidad simple,"2344",Bower,"142994",Bower,"-31.558133","-64.190690","-31º33'29""","-64º11'26""",INDEC
"4321",MULTIPOINT(-64.3437015128366 -31.5852461074484),"14",Córdoba,Santa María,"14147055",Campos del Virrey,Localidad simple,"7346",Campos del Virrey,"143106",Villa Parque Santa Ana,"-31.585246","-64.343702","-31º35' 7""","-64º20'37""",INDEC
"4322",MULTIPOINT(-64.1600143581059 -31.5310992033636),"14",Córdoba,Santa María,"14147060",Caseros Centro,Localidad simple,"2376",Caseros Centro,"142994",Bower,"-31.531099","-64.160014","-31º31'52""","-64º 9'36""",INDEC
"4323",MULTIPOINT(-64.4070920547765 -31.4610951289879),"14",Córdoba,Santa María,"14147065",Causana,Localidad simple,"7353",,"141393",Malagueño,"-31.461095","-64.407092","-31º27'40""","-64º24'26""",INDEC
"4324",MULTIPOINT(-64.3921254611918 -31.7276557877472),"14",Córdoba,Santa María,"14147070",Costa Azul,Localidad simple,"7310",Costa Azul,"142987",Anisacate,"-31.727656","-64.392125","-31º43'40""","-64º23'32""",INDEC
"4325",MULTIPOINT(-64.2947750028746 -31.8142805534065),"14",Córdoba,Santa María,"14147080",Despeñaderos,Localidad simple,"0442",Despeñaderos,"141379",Despeñaderos,"-31.814281","-64.294775","-31º48'51""","-64º17'41""",INDEC
"4326",MULTIPOINT(-64.3658108592105 -31.7458491155841),"14",Córdoba,Santa María,"14147090",Dique Chico,Localidad simple,"5259",Dique Chico,"143001",Dique Chico,"-31.745849","-64.365811","-31º44'45""","-64º21'57""",INDEC
"4327",MULTIPOINT(-64.4806094669572 -31.6449258181751),"14",Córdoba,Santa María,"14147095",El Potrerillo,Localidad simple,"7354",,"141372",Alta Gracia,"-31.644926","-64.480609","-31º38'42""","-64º28'50""",INDEC
"4328",MULTIPOINT(-64.4509231366198 -31.5254109450558),"14",Córdoba,Santa María,"14147100",Falda del Cañete,Localidad simple,"5260",Falda del Cañete,"141393",Malagueño,"-31.525411","-64.450923","-31º31'31""","-64º27' 3""",INDEC
"4329",MULTIPOINT(-64.4546481813255 -31.5853576242136),"14",Córdoba,Santa María,"14147110",Falda del Carmen,Localidad simple,"2435",Falda del Carmen,"143008",Falda del Carmen,"-31.585358","-64.454648","-31º35' 7""","-64º27'17""",INDEC
"4330",MULTIPOINT(-64.4145832997616 -31.8026714302919),"14",Córdoba,Santa María,"14147115",José de la Quintana,Componente de localidad compuesta,"2326",Villa San Isidro - José de la Quintana,"143113",Villa San Isidro,"-31.802671","-64.414583","-31º48'10""","-64º24'52""",INDEC
"4331",MULTIPOINT(-64.4379366923623 -31.8399753508458),"14",Córdoba,Santa María,"14147120",La Boca del Río,Localidad simple,"7311",La Boca del Río,"143113",Villa San Isidro,"-31.839975","-64.437937","-31º50'24""","-64º26'17""",INDEC
"4332",MULTIPOINT(-64.0767149268979 -31.533202875814),"14",Córdoba,Santa María,"14147130",La Carbonada,Localidad simple,"2436",La Carbonada,"141407",Toledo,"-31.533203","-64.076715","-31º31'60""","-64º 4'36""",INDEC
"4333",MULTIPOINT(-64.4819274895 -31.720939823599),"14",Córdoba,Santa María,"14147150",La Paisanita,Localidad simple,"5271",La Paisanita,"143022",La Paisanita,"-31.720940","-64.481927","-31º43'15""","-64º28'55""",INDEC
"4334",MULTIPOINT(-64.3475870488251 -31.4422115913045),"14",Córdoba,Santa María,"14147160",La Perla,Localidad simple,"1526",La Perla,"141393",Malagueño,"-31.442212","-64.347587","-31º26'32""","-64º20'51""",INDEC
"4335",MULTIPOINT(-64.459039075214 -31.7548292525151),"14",Córdoba,Santa María,"14147170",La Rancherita y Las Cascadas,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"143029",La Rancherita,"-31.754829","-64.459039","-31º45'17""","-64º27'33""",INDEC
"4336",MULTIPOINT(-64.4556101899257 -31.7356662291128),"14",Córdoba,Santa María,"14147180",La Serranita,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"143036",La Serranita,"-31.735666","-64.455610","-31º44' 8""","-64º27'20""",INDEC
"4337",MULTIPOINT(-64.2845244198085 -31.526144321096),"14",Córdoba,Santa María,"14147190",Los Cedros,Localidad simple,"2332",Los Cedros,"143043",Los Cedros,"-31.526144","-64.284524","-31º31'34""","-64º17' 4""",INDEC
"4338",MULTIPOINT(-64.0897044455739 -31.6496781195891),"14",Córdoba,Santa María,"14147200",Lozada,Localidad simple,"1366",Lozada,"141386",Lozada,"-31.649678","-64.089704","-31º38'59""","-64º 5'23""",INDEC
"4340",MULTIPOINT(-64.4051101053803 -31.4558866111848),"14",Córdoba,Santa María,"14147217",Milenica,Localidad simple,"7345",Milénica,"141393",Malagueño,"-31.455887","-64.405110","-31º27'21""","-64º24'18""",INDEC
"4341",MULTIPOINT(-64.2399422865257 -31.9107227775276),"14",Córdoba,Santa María,"14147220",Monte Ralo,Localidad simple,"2320",Monte Ralo,"141400",Monte Ralo,"-31.910723","-64.239942","-31º54'39""","-64º14'24""",INDEC
"4342",MULTIPOINT(-64.5453776263578 -31.7800958270373),"14",Córdoba,Santa María,"14147230",Potrero de Garay,Componente de localidad compuesta,"2407",Potrero de Garay - Villa Ciudad de América,"143050",Potrero de Garay,"-31.780096","-64.545378","-31º46'48""","-64º32'43""",INDEC
"4343",MULTIPOINT(-64.2593986892924 -31.645100027091),"14",Córdoba,Santa María,"14147240",Rafael García,Localidad simple,"2313",Rafael García,"143057",Rafael García,"-31.645100","-64.259399","-31º38'42""","-64º15'34""",INDEC
"4344",MULTIPOINT(-64.6282801869309 -31.7145149594752),"14",Córdoba,Santa María,"14147250",San Clemente,Localidad simple,"5218",San Clemente,"143064",San Clemente,"-31.714515","-64.628280","-31º42'52""","-64º37'42""",INDEC
"4345",MULTIPOINT(-64.449924623942 -31.4358006688796),"14",Córdoba,Santa María,"14147260",San Nicolás - Tierra Alta,Localidad simple,"1539",San Nicolás - Tierra Alta,"141393",Malagueño,"-31.435801","-64.449925","-31º26' 9""","-64º26'60""",INDEC
"4346",MULTIPOINT(-64.1435082348381 -31.5330469512108),"14",Córdoba,Santa María,"14147270",Socavones,Localidad simple,"2338",Socavones,"140000",sin gobierno local,"-31.533047","-64.143508","-31º31'59""","-64º 8'37""",INDEC
"4347",MULTIPOINT(-64.007370952362 -31.5537838091558),"14",Córdoba,Santa María,"14147280",Toledo,Localidad simple,"0851",Toledo,"141407",Toledo,"-31.553784","-64.007371","-31º33'14""","-64º 0'27""",INDEC
"4348",MULTIPOINT(-64.442130361522 -31.612146176082),"14",Córdoba,Santa María,"14147290",Valle Alegre,Localidad simple,"2383",Valle Alegre,"143085",Villa del Prado,"-31.612146","-64.442130","-31º36'44""","-64º26'32""",INDEC
"4349",MULTIPOINT(-64.4202137447352 -31.7299564012913),"14",Córdoba,Santa María,"14147300",Valle de Anisacate,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"143071",Valle de Anisacate,"-31.729956","-64.420214","-31º43'48""","-64º25'13""",INDEC
"4350",MULTIPOINT(-64.5086547564594 -31.7918797618898),"14",Córdoba,Santa María,"14147310",Villa Ciudad de América,Componente de localidad compuesta,"2407",Potrero de Garay - Villa Ciudad de América,"143078",Villa Ciudad de América,"-31.791880","-64.508655","-31º47'31""","-64º30'31""",INDEC
"4351",MULTIPOINT(-64.3941380021763 -31.6212863682762),"14",Córdoba,Santa María,"14147320",Villa del Prado,Localidad simple,"1490",Villa del Prado,"143085",Villa del Prado,"-31.621286","-64.394138","-31º37'17""","-64º23'39""",INDEC
"4352",MULTIPOINT(-64.4294514201919 -31.7296592489033),"14",Córdoba,Santa María,"14147330",Villa La Bolsa,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"143092",Villa La Bolsa,"-31.729659","-64.429451","-31º43'47""","-64º25'46""",INDEC
"4353",MULTIPOINT(-64.4390689481257 -31.7344879855051),"14",Córdoba,Santa María,"14147340",Villa Los Aromos,Componente de localidad compuesta,"1065",Anisacate - Villa Los Aromos - Villa La Bolsa,"143099",Villa Los Aromos,"-31.734488","-64.439069","-31º44' 4""","-64º26'21""",INDEC
"4354",MULTIPOINT(-64.3470825910281 -31.5926239533982),"14",Córdoba,Santa María,"14147350",Villa Parque Santa Ana,Localidad simple,"1087",Villa Parque Santa Ana,"143106",Villa Parque Santa Ana,"-31.592624","-64.347083","-31º35'33""","-64º20'49""",INDEC
"4355",MULTIPOINT(-64.383554475928 -31.8259254344776),"14",Córdoba,Santa María,"14147360",Villa San Isidro,Componente de localidad compuesta,"2326",Villa San Isidro - José de la Quintana,"143113",Villa San Isidro,"-31.825925","-64.383554","-31º49'33""","-64º23' 1""",INDEC
"4356",MULTIPOINT(-64.4229811055621 -31.460630970339),"14",Córdoba,Santa María,"14147370",Villa Sierras De Oro,Localidad simple,"7330",Villa Sierras de Oro,"141393",Malagueño,"-31.460631","-64.422981","-31º27'38""","-64º25'23""",INDEC
"4357",MULTIPOINT(-64.3646200261083 -31.4468377568782),"14",Córdoba,Santa María,"14147380",Yocsina,Localidad simple,"1002",Yocsina,"141393",Malagueño,"-31.446838","-64.364620","-31º26'49""","-64º21'53""",INDEC
"4389",MULTIPOINT(-64.0507018106629 -30.0674801596128),"14",Córdoba,Sobremonte,"14154010",Caminiaga,Localidad simple,"2343",Caminiaga,"143120",Caminiaga,"-30.067480","-64.050702","-30º 4' 3""","-64º 3' 3""",INDEC
"4390",MULTIPOINT(-64.1125603513905 -29.9337075949931),"14",Córdoba,Sobremonte,"14154030",Chuña Huasi,Localidad simple,"7312",Chuña Huasi,"143127",Chuña Huasi,"-29.933708","-64.112560","-29º56' 1""","-64º 6'45""",INDEC
"4391",MULTIPOINT(-64.10149444853 -29.5787363086334),"14",Córdoba,Sobremonte,"14154040",Pozo Nuevo,Localidad simple,"5209",Pozo Nuevo,"143134",Pozo Nuevo,"-29.578736","-64.101494","-29º34'43""","-64º 6' 5""",INDEC
"4393",MULTIPOINT(-63.9416977616648 -29.7863529092312),"14",Córdoba,Sobremonte,"14154050",San Francisco del Chañar,Localidad simple,"0857",San Francisco del Chañar,"141414",San Francisco del Chañar,"-29.786353","-63.941698","-29º47'11""","-63º56'30""",INDEC
"4416",MULTIPOINT(-64.2557452081438 -32.1923904655136),"14",Córdoba,Tercero Arriba,"14161010",Almafuerte,Localidad simple,"0250",Almafuerte,"141421",Almafuerte,"-32.192390","-64.255745","-32º11'33""","-64º15'21""",INDEC
"4417",MULTIPOINT(-63.8647845777601 -32.0350246795763),"14",Córdoba,Tercero Arriba,"14161020",Colonia Almada,Localidad simple,"2323",Colonia Almada,"141428",Colonia Almada,"-32.035025","-63.864785","-32º 2' 6""","-63º51'53""",INDEC
"4418",MULTIPOINT(-64.1919905042322 -32.0237232059044),"14",Córdoba,Tercero Arriba,"14161030",Corralito,Localidad simple,"0797",Corralito,"141435",Corralito,"-32.023723","-64.191991","-32º 1'25""","-64º11'31""",INDEC
"4419",MULTIPOINT(-63.5834910311437 -32.6086003623095),"14",Córdoba,Tercero Arriba,"14161040",Dalmacio Vélez,Localidad simple,"1103",Dalmacio Vélez,"141442",Dalmacio Vélez,"-32.608600","-63.583491","-32º36'31""","-63º35' 1""",INDEC
"4420",MULTIPOINT(-63.8684716593729 -32.3224142092327),"14",Córdoba,Tercero Arriba,"14161050",General Fotheringham,Localidad simple,"2353",General Fotheringham,"143141",General Fotheringham,"-32.322414","-63.868472","-32º19'21""","-63º52' 6""",INDEC
"4421",MULTIPOINT(-63.7334711036897 -32.4278813952385),"14",Córdoba,Tercero Arriba,"14161060",Hernando,Localidad simple,"0233",Hernando,"141449",Hernando,"-32.427881","-63.733471","-32º25'40""","-63º44' 0""",INDEC
"4422",MULTIPOINT(-63.4679698158525 -32.1614313460231),"14",Córdoba,Tercero Arriba,"14161070",James Craik,Localidad simple,"0504",James Craik,"141456",James Craik,"-32.161431","-63.467970","-32º 9'41""","-63º28' 5""",INDEC
"4423",MULTIPOINT(-63.9289560413206 -32.5092190889334),"14",Córdoba,Tercero Arriba,"14161080",Las Isletillas,Localidad simple,"2408",Las Isletillas,"143148",Las Isletillas,"-32.509219","-63.928956","-32º30'33""","-63º55'44""",INDEC
"4424",MULTIPOINT(-63.704674204932 -32.6989558280139),"14",Córdoba,Tercero Arriba,"14161090",Las Perdices,Localidad simple,"0492",Las Perdices,"141463",Las Perdices,"-32.698956","-63.704674","-32º41'56""","-63º42'17""",INDEC
"4425",MULTIPOINT(-63.202240246887 -32.0449728043823),"14",Córdoba,Tercero Arriba,"14161100",Los Zorros,Localidad simple,"2310",Los Zorros,"141470",Los Zorros,"-32.044973","-63.202240","-32º 2'42""","-63º12' 8""",INDEC
"4426",MULTIPOINT(-63.5706764524477 -32.0382586068617),"14",Córdoba,Tercero Arriba,"14161110",Oliva,Localidad simple,"0226",Oliva,"141477",Oliva,"-32.038259","-63.570676","-32º 2'18""","-63º34'14""",INDEC
"4427",MULTIPOINT(-63.6429755656541 -32.2409972250224),"14",Córdoba,Tercero Arriba,"14161120",Pampayasta Norte,Componente de localidad compuesta,"1387",Pampayasta Sud - Pampayasta Norte,"143155",Pampayasta Norte,"-32.240997","-63.642976","-32º14'28""","-63º38'35""",INDEC
"4428",MULTIPOINT(-63.6516762364007 -32.2505020764021),"14",Córdoba,Tercero Arriba,"14161130",Pampayasta Sud,Componente de localidad compuesta,"1387",Pampayasta Sud - Pampayasta Norte,"141484",Pampayasta Sud,"-32.250502","-63.651676","-32º15' 2""","-63º39' 6""",INDEC
"4429",MULTIPOINT(-63.8102095030137 -32.5758057074061),"14",Córdoba,Tercero Arriba,"14161140",Punta del Agua,Localidad simple,"2424",Punta del Agua,"143162",Punta del Agua,"-32.575806","-63.810210","-32º34'33""","-63º48'37""",INDEC
"4430",MULTIPOINT(-64.1129628407675 -32.1767393738221),"14",Córdoba,Tercero Arriba,"14161150",Río Tercero,Localidad simple,"0063",Río Tercero,"141491",Río Tercero,"-32.176739","-64.112963","-32º10'36""","-64º 6'47""",INDEC
"4431",MULTIPOINT(-63.9798657745832 -32.2375848129104),"14",Córdoba,Tercero Arriba,"14161160",Tancacha,Localidad simple,"0421",Tancacha,"141498",Tancacha,"-32.237585","-63.979866","-32º14'15""","-63º58'48""",INDEC
"4432",MULTIPOINT(-63.8924224330837 -32.1627385873381),"14",Córdoba,Tercero Arriba,"14161170",Villa Ascasubi,Localidad simple,"0829",Villa Ascasubi,"141505",Villa Ascasubi,"-32.162739","-63.892422","-32º 9'46""","-63º53'33""",INDEC
"4470",MULTIPOINT(-63.801268050939 -30.8389674456885),"14",Córdoba,Totoral,"14168010",Candelaria Sur,Localidad simple,"7313",Candelaria Sur,"143169",Candelaria Sud,"-30.838967","-63.801268","-30º50'20""","-63º48' 5""",INDEC
"4471",MULTIPOINT(-63.7239710294834 -30.735237542796),"14",Córdoba,Totoral,"14168020",Cañada de Luque,Localidad simple,"1395",Cañada de Luque,"141512",Cañada de Luque,"-30.735238","-63.723971","-30º44' 7""","-63º43'26""",INDEC
